Location_ID,Heritage_Type,Tourist_Review_Text,Social_Media_Post,Policy_Context,Visitor_Count,Ticket_Price,Accommodation_Occupancy,Transport_Availability,Food_Service_Rating,Guided_Tour_Availability,Souvenir_Sales,Local_Workshop_Participation,Resource_Utilization,Booking_Inquiries,Booking_Conversions,Tourist_Satisfaction,Repeat_Visit_Rate,Marketing_Reach,Revenue_Generated,Operational_Cost,Booking_Conversion_Rate,Economic_Benefit_Score,Industry_Chain_Performance
L5528,Folk Art Center,Excellent food and local cultural activities,A perfect place for cultural tourism,Rural tourism promotion program,468,13,63.5,11,4.39,2,15928,147,74.06,225,209,4.23,51.81,45392,34608,2731,0.9288888888888889,0.634069696508489,0.7405400000000001
L5529,Cultural Museum,Excellent food and local cultural activities,A perfect place for cultural tourism,Cultural heritage conservation initiative,68,51,53.75,13,4.17,7,15187,63,92.0,248,364,4.33,57.07,17534,97442,8139,1.0,0.8784924013542844,0.78905
L5530,Temple,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Local tourism development scheme,159,15,79.33,18,3.79,8,11931,154,62.1,434,384,4.17,37.62,16744,95843,20093,0.8847926267281107,0.7651986564455032,0.7365900000000001
L5531,Historic Village,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Community-based tourism program,486,18,50.56,5,4.2,3,12068,134,64.44,469,327,3.64,56.36,48695,5063,23558,0.697228144989339,0.4803350048589095,0.62784
L5532,Cultural Museum,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Cultural heritage conservation initiative,554,29,74.83,4,2.56,2,19415,117,43.73,385,264,2.67,26.27,31894,25791,10116,0.6857142857142857,0.40632568031429456,0.5596099999999999
L5533,Fort,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Sustainable rural tourism policy,83,47,63.68,6,4.44,1,12383,23,48.37,486,397,4.59,25.87,33464,58003,34305,0.8168724279835391,0.6207777923637625,0.65992
L5534,Historic Village,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Rural tourism promotion program,337,77,57.55,15,3.03,4,17257,122,78.04,230,311,2.95,46.17,38907,99483,36858,1.0,0.7713466874543654,0.66181
L5535,Traditional Market,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Local tourism development scheme,304,59,92.03,2,4.14,1,4406,7,52.93,335,336,4.97,32.22,5368,15147,11363,1.0,0.548140544614369,0.7860099999999999
L5536,Folk Art Center,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Rural tourism promotion program,687,69,57.84,4,2.78,8,13357,66,82.53,288,325,3.01,23.81,7467,73546,18533,1.0,0.6719593437121795,0.6842400000000001
L5537,Heritage Street,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Sustainable rural tourism policy,770,22,59.11,14,2.79,9,9625,10,78.81,424,182,2.71,25.48,14403,98276,28872,0.42924528301886794,0.6691544551865326,0.65517
L5538,Historic Village,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Rural tourism promotion program,183,51,87.89,4,2.59,8,16762,99,81.1,114,373,3.44,51.62,28072,15352,42658,1.0,0.5576956737914962,0.79447
L5539,Heritage Street,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Local tourism development scheme,548,77,47.1,18,4.78,2,2629,65,77.98,191,88,3.31,42.35,29796,31692,35134,0.4607329842931937,0.5261542685830517,0.6518200000000001
L5540,Cultural Museum,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Rural tourism promotion program,446,34,45.94,16,4.01,3,12925,128,78.92,303,159,4.94,49.57,19509,16838,45426,0.5247524752475248,0.5821948576928878,0.7498999999999999
L5541,Heritage Street,Excellent food and local cultural activities,Loved the traditional village lifestyle,Local tourism development scheme,536,40,55.55,9,3.4,8,16746,6,70.07,460,202,3.49,30.64,30205,68146,38140,0.4391304347826087,0.6089939844758703,0.65633
L5542,Cultural Museum,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Rural tourism promotion program,647,21,72.54,8,4.47,0,4707,23,77.3,148,271,2.62,56.94,8373,15594,17363,1.0,0.5178018262835196,0.6840200000000001
L5543,Cultural Museum,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Rural tourism promotion program,636,73,61.14,11,4.07,6,9258,139,68.94,413,330,4.97,54.54,3830,8894,14028,0.7990314769975787,0.5747807520966812,0.75738
L5544,Cultural Museum,Beautiful heritage site with great cultural experience,Exploring rural culture and traditional crafts,Local tourism development scheme,696,88,73.47,14,4.05,1,9859,62,51.33,27,92,4.47,11.79,24876,69357,36761,1.0,0.6519597040878583,0.6939299999999999
L5545,Cultural Museum,Crowded during peak season but worth visiting,Great destination for heritage tourism,Rural tourism promotion program,734,70,48.79,17,3.72,8,13160,71,51.97,480,393,4.99,28.25,5467,71094,9010,0.81875,0.6910167986277119,0.65365
L5546,Cultural Museum,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,262,62,54.38,13,2.52,2,17533,140,62.29,466,136,3.29,13.7,11814,42215,26292,0.2918454935622318,0.46548615039244085,0.6096999999999999
L5547,Historic Village,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Community-based tourism program,399,35,71.08,8,3.15,5,18516,197,40.77,486,192,2.79,21.89,39123,97787,46275,0.3950617283950617,0.5868037915894436,0.54372
L5548,Cultural Museum,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,68,70,51.94,14,2.77,4,14740,87,88.91,342,171,3.49,56.28,42377,5706,38959,0.5,0.5038615955350624,0.72086
L5549,Historic Village,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Community-based tourism program,168,19,63.25,11,4.16,1,5710,115,54.75,395,50,2.85,54.8,28228,63813,46495,0.12658227848101267,0.5383374384823344,0.57975
L5550,Cultural Museum,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,351,21,71.5,9,3.12,8,14929,23,42.83,269,169,2.87,12.8,11325,62718,11296,0.6282527881040892,0.49937879944974317,0.5580200000000001
L5551,Heritage Street,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Community-based tourism program,334,31,93.55,8,3.63,2,15130,37,63.34,86,60,4.76,11.79,25079,59518,41084,0.6976744186046512,0.6307239460763504,0.81961
L5552,Traditional Market,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Rural tourism promotion program,276,62,44.39,14,3.38,5,1539,198,84.86,430,119,4.98,42.29,25646,69062,44055,0.27674418604651163,0.7170589368034729,0.77141
L5553,Cultural Museum,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Local tourism development scheme,556,30,65.32,15,2.86,8,2821,9,61.85,293,89,4.99,21.79,39080,56712,10494,0.3037542662116041,0.606432162685734,0.7427599999999999
L5554,Fort,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Local tourism development scheme,550,44,61.79,1,4.9,7,16847,157,54.45,54,234,3.6,10.11,4378,65288,22747,1.0,0.5999701400794166,0.61917
L5555,Cultural Museum,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Sustainable rural tourism policy,261,80,85.33,12,4.83,9,16367,87,69.97,400,14,3.1,51.65,44753,28105,42357,0.035,0.46024770986907254,0.72187
L5556,Cultural Museum,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Community-based tourism program,405,91,89.52,5,2.71,4,9666,26,71.59,319,323,2.93,29.21,25533,94331,42920,1.0,0.7165474410126127,0.73072
L5557,Heritage Street,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Sustainable rural tourism policy,750,36,89.89,14,4.57,5,19685,29,81.76,117,236,3.46,30.86,30553,41969,7036,1.0,0.6087434460236649,0.80431
L5558,Folk Art Center,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Sustainable rural tourism policy,536,69,60.63,16,3.72,2,19924,127,83.99,497,183,4.0,15.46,5359,65521,32199,0.3682092555331992,0.6245952124535691,0.75785
L5559,Handicraft Center,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Community-based tourism program,370,56,56.76,19,4.43,4,11904,116,78.84,411,121,4.36,33.76,36813,93556,2496,0.2944038929440389,0.7364873419544625,0.74724
L5560,Heritage Street,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Local tourism development scheme,712,75,64.7,16,2.88,5,3618,1,40.25,146,114,3.79,48.81,13376,15946,29170,0.7808219178082192,0.4691452398709209,0.5825
L5561,Fort,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Community-based tourism program,272,24,58.92,7,2.83,2,8372,7,40.11,104,71,4.61,24.98,15459,58837,26380,0.6826923076923077,0.5930073058650008,0.6137999999999999
L5562,Handicraft Center,Historic place with good guides and storytelling,A perfect place for cultural tourism,Rural tourism promotion program,689,33,79.54,3,4.73,9,12430,144,93.76,449,16,4.8,51.39,49502,43942,25940,0.035634743875278395,0.6400221636622755,0.9016600000000001
L5563,Temple,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Sustainable rural tourism policy,612,93,51.75,8,4.74,1,16686,47,54.53,230,24,4.71,42.51,16863,97808,15132,0.10434782608695652,0.712245414591412,0.65597
L5564,Temple,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Sustainable rural tourism policy,240,19,76.23,14,3.66,9,16219,63,55.53,62,134,3.42,30.76,8998,60872,7804,1.0,0.6108543574150571,0.65601
L5565,Folk Art Center,Very authentic rural tourism experience,Great destination for heritage tourism,Community-based tourism program,549,97,90.98,3,4.68,8,8893,188,80.27,259,29,4.88,35.23,31916,18413,19189,0.11196911196911197,0.5238325138234629,0.8868199999999999
L5566,Fort,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Sustainable rural tourism policy,544,33,55.4,11,4.17,6,16141,140,71.99,321,351,4.81,15.59,46527,99902,48493,1.0,0.8076339514798107,0.74276
L5567,Heritage Street,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Local tourism development scheme,286,97,77.23,14,2.96,3,6598,148,65.5,59,377,3.53,54.69,36134,64608,20770,1.0,0.6833997115894337,0.70549
L5568,Historic Village,Very authentic rural tourism experience,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,71,66,47.9,2,3.32,2,11995,106,46.4,241,319,3.55,54.69,48208,6062,42037,1.0,0.470524819862171,0.5423
L5569,Fort,Excellent food and local cultural activities,Great destination for heritage tourism,Community-based tourism program,671,43,46.68,4,2.84,3,13565,129,44.48,331,336,2.7,29.12,24354,89875,7118,1.0,0.63732163314296,0.47996
L5570,Traditional Market,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Local tourism development scheme,376,50,46.36,5,4.43,8,14502,126,78.7,174,104,4.84,42.95,45743,59305,41145,0.5977011494252874,0.7015474849402281,0.7442799999999999
L5571,Handicraft Center,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Local tourism development scheme,594,49,47.62,19,4.96,8,11906,83,46.85,167,258,2.72,48.23,48354,53277,39471,1.0,0.5619095715600276,0.49346
L5572,Handicraft Center,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,176,20,51.89,10,3.87,5,14332,150,63.97,225,315,3.73,51.29,27326,54899,40099,1.0,0.6561065936346633,0.63535
L5573,Cultural Museum,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Community-based tourism program,414,99,70.96,2,4.14,8,17942,15,80.49,332,268,4.3,46.23,7175,10051,41251,0.8072289156626506,0.5562072250262917,0.7928399999999999
L5574,Temple,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Sustainable rural tourism policy,93,10,82.18,3,4.37,8,6769,140,90.78,31,383,4.7,35.06,14295,71523,24896,1.0,0.7837640689544805,0.89166
L5575,Folk Art Center,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Rural tourism promotion program,568,39,46.98,15,3.06,5,3331,131,88.05,260,116,3.93,44.89,31161,34758,29737,0.4461538461538462,0.588846286754834,0.72894
L5576,Handicraft Center,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Rural tourism promotion program,177,52,87.85,19,3.34,4,14031,1,87.52,42,256,4.21,57.37,30545,81986,6911,1.0,0.817604662029026,0.8662299999999999
L5577,Fort,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Local tourism development scheme,652,91,86.35,2,3.53,2,7824,113,59.72,31,55,4.28,33.57,41817,82894,25120,1.0,0.7325292341891798,0.75473
L5578,Handicraft Center,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Sustainable rural tourism policy,179,35,80.01,3,3.99,0,19108,64,90.99,136,346,2.54,14.09,38346,5125,22573,1.0,0.4454932294281799,0.75639
L5579,Folk Art Center,Very authentic rural tourism experience,Loved the traditional village lifestyle,Rural tourism promotion program,578,62,63.43,12,4.63,3,18970,25,77.6,127,380,4.86,50.43,3515,53133,43219,1.0,0.7332774808209723,0.7922899999999999
L5580,Folk Art Center,Excellent food and local cultural activities,A perfect place for cultural tourism,Cultural heritage conservation initiative,370,56,40.09,14,3.14,0,5836,29,88.76,191,46,3.4,46.06,40829,56747,42583,0.24083769633507854,0.6109705277527129,0.67931
L5581,Folk Art Center,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Rural tourism promotion program,235,18,80.41,17,3.68,0,11097,117,44.89,58,134,2.94,24.85,9832,22183,34328,1.0,0.44061797822542736,0.59719
L5582,Fort,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Sustainable rural tourism policy,671,18,88.34,16,4.38,5,16801,37,42.18,61,69,3.68,39.41,17809,17524,15707,1.0,0.48005804243891215,0.65454
L5583,Historic Village,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Sustainable rural tourism policy,397,10,58.44,17,2.72,4,3792,147,63.63,241,225,4.33,13.64,41583,25282,32738,0.9336099585062241,0.5334429268561336,0.68964
L5584,Cultural Museum,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Rural tourism promotion program,530,80,79.49,9,3.78,6,1416,24,85.54,67,106,4.57,33.95,14267,27006,15152,1.0,0.6315400173536443,0.85483
L5585,Temple,Nice cultural atmosphere but transport could improve,Enjoyed local food and cultural activities,Sustainable rural tourism policy,724,53,43.41,3,2.86,0,12805,124,62.47,366,308,4.3,29.95,14584,25185,43663,0.8415300546448088,0.5445888753471562,0.6381099999999998
L5586,Handicraft Center,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Sustainable rural tourism policy,636,68,79.02,14,3.85,0,14453,51,88.66,363,147,3.5,22.54,47030,21417,22099,0.4049586776859504,0.4908903633126593,0.8017000000000001
